Province,District,Year,Commodity,Soil_pH,Soil_N_index,Soil_P_index,Soil_K_index,Area_Ha,Target_Yield_KgHa,Pupuk_Urea_kgHa,Pupuk_SP36_kgHa,Pupuk_KCl_kgHa
Sulawesi Utara,Bitung,2019,Bawang Merah,5.66,2,2,2,1.38,11963.5,231.4,134.5,75.3
Bali,Badung,2020,Padi,6.37,3,3,4,20.53,5042.0,232.7,103.6,75.7
Nusa Tenggara Timur,Manggarai,2019,Cabai Rawit,6.24,2,4,3,2.84,8237.2,204.8,136.3,92.8
Sumatera Utara,Asahan,2021,Padi,4.91,2,3,1,22.38,6090.5,250.0,127.8,86.4
Kalimantan Utara,Tarakan,2020,Tebu,4.71,4,4,3,40.99,51448.0,237.6,121.0,101.8
Sumatera Utara,Asahan,2023,Padi,5.29,2,2,3,6.72,4677.7,270.5,125.3,73.7
Jawa Barat,Cirebon,2020,Cabai Rawit,5.49,2,5,2,16.0,12080.7,265.7,119.8,77.8
Nusa Tenggara Barat,Lombok Barat,2022,Tebu,6.1,2,2,3,52.95,71169.2,196.9,108.0,77.5
Sulawesi Utara,Tomohon,2022,Padi,5.22,2,1,2,17.42,4766.8,265.4,126.1,84.9
DI Yogyakarta,Sleman,2022,Tebu,5.93,4,1,2,81.23,56470.1,277.8,121.0,65.9
Nusa Tenggara Barat,Mataram,2025,Jagung,6.55,2,1,1,11.42,6925.1,252.7,111.6,65.3
Papua Barat Daya,Maybrat,2023,Tebu,5.73,1,4,5,25.06,91928.7,260.5,129.1,84.0
Sumatera Barat,Pasaman,2025,Bawang Merah,4.38,3,4,1,4.03,8441.5,229.4,102.8,81.9
Kalimantan Selatan,Banjar,2019,Jagung,4.2,2,4,3,28.66,4585.9,234.4,106.4,68.2
Papua Pegunungan,Wamena,2024,Tebu,4.74,4,3,3,33.56,85620.5,238.3,125.7,80.1
Sumatera Barat,Pesisir Selatan,2020,Jagung,5.88,2,5,1,14.63,5294.7,254.4,132.5,75.9
Bali,Karangasem,2022,Padi,6.06,4,3,2,5.89,7626.0,251.9,91.2,82.7
Maluku Utara,Tidore,2023,Padi,6.1,2,2,3,44.53,6585.1,239.5,117.8,88.7
Papua,Mamberamo Raya,2022,Tebu,5.51,1,4,4,35.73,90054.0,266.4,108.1,84.0
Papua Pegunungan,Jayawijaya,2020,Cabai Rawit,5.35,1,1,2,2.81,8134.6,200.8,106.3,88.5
DKI Jakarta,Jakarta Pusat,2021,Tebu,5.72,2,3,3,25.44,95189.2,244.0,116.7,73.1
Sulawesi Tengah,Morowali,2018,Cabai Rawit,5.14,3,3,1,12.25,10183.4,251.3,116.6,86.6
Jambi,Tanjung Jabung Barat,2021,Padi,6.72,1,4,3,28.91,7031.5,269.0,114.7,88.9
Sulawesi Tengah,Palu,2021,Jagung,5.34,1,2,1,43.38,8032.1,238.9,111.7,86.8
Papua Selatan,Mappi,2019,Jagung,4.91,2,3,2,30.42,5808.6,263.8,107.7,75.9
Sulawesi Utara,Tomohon,2020,Cabai Rawit,5.56,2,3,2,3.06,7638.8,273.3,140.1,91.7
DI Yogyakarta,Gunung Kidul,2022,Padi,5.75,3,4,3,10.03,5194.4,289.8,156.1,77.1
Sulawesi Tenggara,Kolaka,2022,Cabai Rawit,5.64,3,2,2,2.28,11783.8,263.8,136.6,82.1
Aceh,Aceh Besar,2020,Tebu,4.72,3,3,4,22.97,68316.8,241.5,113.2,82.3
Jawa Tengah,Semarang,2022,Tebu,6.46,1,3,1,45.63,86993.3,292.9,104.5,75.9
Kalimantan Utara,Malinau,2024,Tebu,4.84,1,1,4,19.08,87172.65516404544,247.2,94.3,69.0
Maluku Utara,Kep. Sula,2024,Bawang Merah,5.37,1,2,3,5.46,12843.0,263.8,126.8,71.3
Papua Selatan,Mappi,2021,Cabai Rawit,5.84,2,3,3,3.81,6252.6,236.8,120.5,80.6
Aceh,Bener Meriah,2019,Padi,5.5,2,4,2,17.86,5061.7,219.7,106.2,83.3
Kalimantan Barat,Mempawah,2022,Padi,6.17,4,5,3,21.58,7318.5,227.4,92.5,91.2
Sumatera Selatan,Ogan Komering Ulu,2019,Jagung,4.72,1,4,3,23.41,4332.6,282.5,136.1,81.3
Kalimantan Timur,Paser,2021,Jagung,4.2,3,1,2,22.0,7065.8,230.8,138.0,80.6
Gorontalo,Boalemo,2025,Jagung,5.3,2,5,4,35.47,8689.8,237.1,113.0,72.4
Jambi,Sarolangun,2019,Tebu,5.08,2,3,4,24.41,75347.0,271.5,143.3,114.1
Kalimantan Tengah,Palangka Raya,2020,Cabai Rawit,4.99,1,2,3,2.57,7683.7,204.2,117.6,106.2
Kalimantan Selatan,Banjarmasin,2023,Jagung,5.58,3,1,2,12.61,7776.3,226.9,135.1,71.1
Lampung,Pringsewu,2020,Padi,7.15,3,4,3,34.86,7367.3,236.0,110.2,78.1
Jawa Barat,Bandung,2019,Padi,6.38,1,2,3,25.95,6376.3,253.4,101.0,87.6
Sulawesi Selatan,Barru,2024,Tebu,5.2,2,3,1,49.41,69349.5,237.3,125.3,74.0
Kalimantan Selatan,Banjar,2023,Cabai Rawit,4.91,2,3,3,1.36,11215.2,226.2,139.0,74.7
Kalimantan Timur,Kutai Timur,2018,Jagung,4.2,2,3,2,9.93,4723.4,231.5,111.5,80.9
Bali,Denpasar,2025,Cabai Rawit,6.57,3,3,2,1.82,9193.9,237.1,140.6,76.1
Papua,Keerom,2024,Padi,5.86,3,1,2,31.63,6418.2,226.7,113.1,70.2
Lampung,Lampung Tengah,2021,Padi,4.86,3,4,1,19.37,4507.5,244.9,131.8,77.6
Aceh,Aceh Utara,2022,Bawang Merah,6.26,2,2,1,10.33,11613.2,241.8,111.1,83.8
Papua Pegunungan,Nduga,2021,Cabai Rawit,4.61,3,1,3,3.8,7673.0,229.2,106.5,81.0
Sulawesi Tenggara,Konawe Selatan,2022,Tebu,5.49,4,2,3,42.95,93790.7,232.6,107.4,98.4
DKI Jakarta,Jakarta Selatan,2022,Cabai Rawit,6.9,2,2,2,1.78,9059.0,245.5,126.7,76.0
Bengkulu,Lebong,2025,Tebu,5.81,2,2,4,15.61,98761.1,256.0,98.5,66.6
Kalimantan Barat,Landak,2022,Tebu,4.53,2,1,3,42.84,71702.2,191.1,98.7,77.4
Jawa Barat,Indramayu,2022,Cabai Rawit,5.65,3,2,1,5.16,10678.3,244.8,107.1,81.2
Bali,Tabanan,2024,Tebu,6.82,2,2,3,32.46,80751.6,199.2,121.8,67.9
Kalimantan Barat,Sanggau,2023,Jagung,4.2,1,2,3,33.4,4776.4,243.9,137.1,75.6
Kalimantan Tengah,Palangka Raya,2023,Padi,5.78,3,1,5,9.73,5018.5,273.0,139.6,69.3
Nusa Tenggara Barat,Sumbawa,2025,Padi,6.57,3,1,4,13.31,5887.3,267.0,139.2,88.3
Kalimantan Tengah,Palangka Raya,2020,Cabai Rawit,4.92,2,2,2,2.29,10407.4,272.7,142.6,74.0
Gorontalo,Gorontalo,2022,Jagung,4.48,2,4,2,16.73,6288.5,279.8,118.5,60.1
Papua,Yahukimo,2021,Jagung,4.96,2,3,3,38.29,7173.2,231.5,114.7,83.5
Jawa Barat,Bandung,2020,Tebu,5.61,3,2,2,45.27,52318.1,265.6,153.1,78.4
Lampung,Pesawaran,2020,Bawang Merah,5.78,3,3,2,6.37,10047.3,266.1,91.0,67.1
Banten,Cilegon,2024,Padi,5.98,2,4,3,19.13,5709.4,221.5,101.6,66.4
Jawa Tengah,Grobogan,2023,Padi,5.88,2,3,2,9.5,4668.6,255.1,128.8,94.7
Sumatera Utara,Deli Serdang,2019,Tebu,5.58,1,4,1,23.17,88823.8,246.0,100.4,70.5
Sumatera Selatan,Palembang,2020,Tebu,5.55,4,2,4,12.89,77978.7,259.7,119.1,76.8
Sumatera Utara,Simalungun,2019,Cabai Rawit,5.53,3,5,2,5.26,7381.5,246.2,115.3,85.9
Lampung,Pesawaran,2025,Padi,5.9,2,1,3,10.31,5448.3,218.8,118.9,73.1
Banten,Lebak,2022,Bawang Merah,5.01,1,2,4,7.51,13312.2,251.2,127.0,76.0
DKI Jakarta,Kep. Seribu,2018,Jagung,5.64,1,4,3,28.14,7404.4,266.5,117.6,60.4
Papua Pegunungan,Yalimo,2024,Padi,5.48,1,3,2,5.07,5964.3,265.9,122.4,87.9
Banten,Tangerang Selatan,2025,Tebu,5.26,1,3,4,31.2,81882.0,260.0,122.2,74.7
Maluku,Maluku Tenggara,2025,Cabai Rawit,4.2,2,4,2,1.72,7360.7,246.5,133.3,80.7
Kepulauan Riau,Natuna,2023,Cabai Rawit,5.89,3,2,2,2.55,9837.9,298.9,129.2,70.1
Bangka Belitung,Belitung Timur,2021,Jagung,6.86,1,3,2,35.54,4785.2,244.1,105.1,94.0
Papua Barat Daya,Raja Ampat,2025,Jagung,5.91,2,4,3,18.35,8038.7,219.9,108.6,66.1
Nusa Tenggara Barat,Lombok Timur,2018,Cabai Rawit,6.3,2,3,1,4.39,10395.5,263.5,115.6,72.9
Nusa Tenggara Timur,Lembata,2018,Jagung,6.67,4,2,3,32.44,4672.1,262.9,104.1,90.0
DKI Jakarta,Jakarta Timur,2020,Cabai Rawit,5.72,3,2,2,1.93,8909.0,256.8,97.6,79.6
Jawa Timur,Blitar,2023,Cabai Rawit,5.35,1,3,3,4.28,10396.6,292.8,102.3,65.4
Sulawesi Selatan,Gowa,2024,Tebu,4.53,3,3,2,28.17,84295.8,274.0,113.9,83.0
Jambi,Tebo,2018,Tebu,5.12,1,3,4,14.49,82323.0,240.8,122.5,78.9
Sumatera Barat,Padang,2018,Jagung,5.04,2,3,1,21.86,5875.9,236.0,121.3,96.1
Sulawesi Tenggara,Kolaka,2019,Bawang Merah,6.64,2,4,3,9.48,13949.9,269.8,110.9,75.4
Papua Selatan,Mappi,2020,Bawang Merah,5.99,2,1,2,6.96,10183.0,262.1,135.5,81.0
Sulawesi Tenggara,Kolaka,2019,Tebu,5.46,2,3,2,12.39,53954.1,230.0,114.6,83.5
Nusa Tenggara Barat,Sumbawa,2022,Jagung,5.49,3,3,1,13.59,7414.5,268.3,112.3,87.2
Bangka Belitung,Belitung Timur,2018,Tebu,4.89,2,3,4,59.9,54926.5,242.0,116.4,104.5
Aceh,Bener Meriah,2018,Cabai Rawit,5.33,3,3,2,2.21,7811.5,255.0,129.7,88.4
Jawa Tengah,Semarang,2018,Cabai Rawit,6.28,2,5,3,7.93,12101.5,229.2,125.1,83.3
Papua Tengah,Dogiyai,2020,Padi,4.85,3,2,2,5.7,5741.4,255.5,129.2,91.1
Kalimantan Barat,Kubu Raya,2023,Bawang Merah,5.05,2,1,3,1.66,11504.4,256.3,135.5,78.9
Sulawesi Tengah,Poso,2024,Cabai Rawit,5.87,2,3,4,3.88,11070.1,239.3,134.2,93.8
Kalimantan Tengah,Pulang Pisau,2023,Tebu,4.79,3,3,3,60.94,51797.3,250.9,123.1,85.6
Gorontalo,Gorontalo,2018,Bawang Merah,4.82,2,2,5,11.15,12315.5,268.6,140.9,77.0
Sulawesi Selatan,Makassar,2021,Bawang Merah,4.61,4,2,2,4.49,10399.5,244.6,117.4,63.6
Nusa Tenggara Timur,TTU,2021,Padi,5.18,3,1,2,15.79,6754.3,245.6,110.8,68.3
Sulawesi Tenggara,Baubau,2020,Cabai Rawit,4.3,3,3,4,2.15,7043.8,228.2,112.8,67.2
Banten,Tangerang,2022,Tebu,6.58,5,2,4,48.73,89129.6,276.2,144.9,77.9
Sulawesi Selatan,Bantaeng,2024,Bawang Merah,5.46,4,2,1,4.02,10978.4,276.4,90.6,81.4
Sulawesi Barat,Mamasa,2018,Bawang Merah,5.89,2,3,1,13.03,9959.8,224.6,111.0,93.2
Jawa Barat,Bandung,2023,Tebu,6.88,5,3,3,21.64,87934.0,259.8,107.4,103.0
Jawa Barat,Indramayu,2022,Padi,5.51,2,3,3,4.71,7125.9,244.5,87.4,90.3
Papua Tengah,Intan Jaya,2019,Padi,4.56,2,1,4,48.18,7059.2,267.2,131.3,93.1
Kepulauan Riau,Tanjung Pinang,2022,Jagung,4.57,3,2,1,36.68,7374.4,269.8,118.9,77.6
Bali,Klungkung,2019,Bawang Merah,4.97,1,3,3,1.38,10111.6,262.6,114.0,76.0
Riau,Rokan Hulu,2025,Padi,5.15,2,3,3,18.4,5005.4,267.6,121.5,77.0
Sulawesi Selatan,Wajo,2022,Jagung,6.4,2,2,3,23.02,5325.5,223.3,109.9,88.2
Kalimantan Tengah,Kotawaringin Timur,2025,Padi,5.12,3,3,1,15.92,6678.9,252.5,117.3,78.4
Jambi,Tanjung Jabung Timur,2020,Cabai Rawit,4.53,2,2,4,2.36,11137.8,266.2,93.1,85.5
Jambi,Muaro Jambi,2021,Padi,4.67,3,1,4,10.71,4884.4,225.3,92.7,93.3
Gorontalo,Gorontalo,2018,Tebu,5.09,2,3,3,66.91,97772.8,247.6,133.7,76.8
Jambi,Tanjung Jabung Timur,2022,Cabai Rawit,6.76,2,1,2,2.47,9091.9,250.0,113.5,67.9
Lampung,Lampung Selatan,2019,Jagung,4.82,2,4,3,16.39,5108.4,257.1,143.6,71.6
Maluku,Seram Bagian Timur,2025,Bawang Merah,5.6,1,2,2,5.07,10803.0,257.5,126.7,78.8
Maluku Utara,Halmahera Barat,2024,Cabai Rawit,5.06,4,4,2,16.0,9942.5,219.9,133.1,95.5
Kalimantan Tengah,Palangka Raya,2022,Jagung,5.08,3,3,2,13.69,6083.5,236.6,135.9,85.4
Sulawesi Selatan,Sinjai,2025,Jagung,5.58,1,3,4,29.51,8077.8,240.4,133.1,73.1
DI Yogyakarta,Yogyakarta,2025,Cabai Rawit,5.74,3,3,2,4.77,10152.4,269.4,131.8,79.4
Maluku,Maluku Tenggara,2020,Jagung,6.07,2,4,2,4.31,6492.9,234.9,112.5,92.5
DKI Jakarta,Jakarta Utara,2024,Padi,4.83,2,3,3,11.8,4637.5,254.2,153.3,89.6
DKI Jakarta,Jakarta Utara,2022,Padi,7.43,2,2,2,5.51,6094.9,250.9,120.8,71.5
Kalimantan Selatan,Barito Kuala,2021,Cabai Rawit,4.65,3,3,2,2.42,6861.5,214.5,107.9,72.8
Papua Selatan,Mappi,2023,Bawang Merah,5.45,2,2,2,4.32,9490.0,255.7,89.5,57.1
Jawa Tengah,Pati,2019,Tebu,5.58,3,3,2,14.04,55997.7,236.4,128.0,86.4
Lampung,Pesawaran,2022,Padi,5.27,4,2,3,48.85,7263.2,267.9,132.4,81.5
Jawa Timur,Tuban,2024,Padi,5.77,3,3,4,7.59,6377.5,240.4,137.8,80.6
Bali,Klungkung,2025,Tebu,5.01,2,3,3,29.56,95803.8,255.0,129.5,81.2
DI Yogyakarta,Kulon Progo,2024,Padi,5.69,3,3,1,27.56,5100.5,261.6,126.9,82.0
Sulawesi Tenggara,Konawe Selatan,2022,Bawang Merah,5.9,2,2,3,12.92,13659.4,276.2,135.2,72.4
Papua Tengah,Intan Jaya,2021,Cabai Rawit,4.68,3,3,1,3.98,7495.1,254.3,120.4,73.7
Nusa Tenggara Barat,Mataram,2025,Tebu,5.84,1,3,2,117.7,96313.2,264.5,132.1,78.1
Papua Selatan,Boven Digoel,2020,Bawang Merah,5.73,3,2,1,4.25,9312.4,240.1,114.3,93.4
Papua Tengah,Deiyai,2018,Padi,4.76,2,2,3,21.97,6301.0,226.9,103.1,80.8
Nusa Tenggara Barat,Lombok Timur,2021,Cabai Rawit,6.69,2,3,2,4.31,10025.8,248.6,128.6,70.4
Sumatera Utara,Langkat,2019,Jagung,5.47,3,2,5,14.54,5788.3,266.4,124.0,81.8
Papua Barat Daya,Sorong,2024,Bawang Merah,5.48,3,3,3,3.91,12569.5,252.5,144.2,85.0
Bali,Denpasar,2019,Cabai Rawit,5.34,3,3,1,4.48,8909.4,274.1,124.9,84.7
Jambi,Tanjung Jabung Barat,2025,Bawang Merah,5.73,1,4,2,3.34,12004.7,230.7,123.8,82.6
Sulawesi Tenggara,Kolaka,2023,Jagung,5.56,2,3,2,13.53,8219.5,254.8,109.7,95.4
DKI Jakarta,Jakarta Selatan,2025,Padi,5.28,3,2,2,9.99,6012.1,259.0,133.9,64.0
Kalimantan Utara,Malinau,2022,Padi,5.54,3,2,2,34.06,6513.3,260.1,122.8,95.8
Papua Barat,Kaimana,2022,Cabai Rawit,6.36,1,2,3,3.11,7841.6,279.1,115.7,75.0
Kalimantan Timur,Kutai Timur,2025,Cabai Rawit,4.57,2,1,2,4.51,6709.3,217.7,109.1,65.3
Kalimantan Tengah,Kotawaringin Timur,2018,Jagung,5.25,5,3,4,11.43,8750.2,233.4,140.6,64.5
Sumatera Barat,Padang,2021,Tebu,5.86,1,2,2,24.98,98659.0,248.6,116.6,64.8
Sulawesi Utara,Minahasa Utara,2021,Tebu,6.38,2,2,2,36.36,98363.8,285.5,80.0,84.1
Gorontalo,Gorontalo Utara,2022,Jagung,5.57,3,3,3,20.75,5914.5,226.4,84.7,88.9
Sumatera Utara,Serdang Bedagai,2023,Jagung,5.02,2,1,2,36.8,7646.7,242.8,121.6,79.1
Sumatera Selatan,Ogan Komering Ilir,2019,Padi,5.71,3,2,2,36.27,6696.1,237.8,128.3,88.4
Papua Selatan,Asmat,2019,Bawang Merah,5.84,3,2,2,3.27,12777.3,251.2,132.6,81.9
Kalimantan Selatan,Banjarbaru,2024,Bawang Merah,5.05,4,2,1,12.23,11695.3,238.2,122.8,71.5
Sumatera Barat,Tanah Datar,2019,Jagung,5.73,4,1,2,12.41,3907.0,253.2,114.9,78.0
Nusa Tenggara Barat,Bima,2023,Cabai Rawit,6.17,2,2,1,1.99,8062.8,225.4,131.3,72.3
Banten,Tangerang,2025,Jagung,6.92,4,2,3,22.32,9012.8,233.4,134.5,70.0
Sumatera Selatan,Palembang,2022,Bawang Merah,5.09,2,2,3,3.81,11534.9,237.2,127.7,98.4
Banten,Tangerang,2021,Bawang Merah,5.68,2,4,3,2.0,8898.7,245.0,96.9,65.3
Kalimantan Timur,Kutai Timur,2025,Tebu,5.95,2,4,2,20.31,74223.7,244.2,109.6,95.9
Sulawesi Tengah,Sigi,2023,Bawang Merah,5.35,3,2,2,7.29,11086.0,259.9,114.9,97.7
Kalimantan Utara,Bulungan,2023,Cabai Rawit,5.15,2,3,3,4.07,9554.4,273.2,112.1,86.8
Jawa Barat,Cirebon,2021,Jagung,5.06,3,1,4,4.94,7922.0,250.1,141.9,84.5
Jawa Timur,Malang,2018,Padi,5.25,3,1,2,14.79,7098.3,255.9,90.1,96.5
Sumatera Utara,Langkat,2020,Padi,6.07,3,2,4,16.21,6340.2,282.6,117.6,97.7
Kalimantan Timur,Kutai Timur,2019,Jagung,4.32,3,2,2,6.81,6955.2,273.6,103.3,100.6
Bengkulu,Bengkulu,2023,Padi,6.28,2,3,2,23.57,5857.8,246.4,80.0,83.1
DI Yogyakarta,Kulon Progo,2018,Padi,5.64,1,2,3,19.63,6964.9,226.4,103.3,68.6
Papua Selatan,Boven Digoel,2019,Padi,4.66,3,1,1,27.6,4182.3,248.3,118.5,88.3
Kalimantan Selatan,Banjarmasin,2018,Padi,5.95,5,2,3,23.3,6223.0,225.5,108.4,74.1
Jawa Tengah,Tegal,2020,Padi,5.68,1,4,2,42.95,5844.4,254.3,94.5,69.4
Nusa Tenggara Timur,Lembata,2023,Jagung,5.98,1,3,2,15.67,3481.3,254.8,96.7,90.3
Banten,Cilegon,2023,Tebu,7.6,1,2,3,46.42,92854.0,267.8,124.2,76.0
Sumatera Utara,Deli Serdang,2022,Tebu,5.22,5,2,2,90.71,95039.4,255.2,155.6,78.0
Sulawesi Utara,Minahasa,2025,Tebu,4.93,2,2,2,15.44,98899.4,250.6,93.0,88.9
Papua,Mamberamo Raya,2025,Tebu,5.98,1,1,3,35.27,89263.6,238.8,122.7,83.4
Sulawesi Tengah,Parigi Moutong,2023,Tebu,5.99,3,3,3,41.98,92985.1,258.9,95.7,62.9
Jawa Tengah,Grobogan,2022,Tebu,4.68,2,4,1,37.96,98874.1,283.0,114.4,81.6
DI Yogyakarta,Gunung Kidul,2025,Jagung,5.15,2,3,4,33.82,6341.0,254.8,116.3,85.5
Sumatera Barat,Tanah Datar,2023,Jagung,4.65,2,3,2,18.84,8648.2,242.4,138.4,69.2
Papua Tengah,Deiyai,2018,Padi,6.12,1,3,2,7.18,6163.6,226.9,123.0,79.2
Kalimantan Selatan,Banjarmasin,2023,Tebu,4.54,2,2,2,49.93,85311.0,218.8,122.1,79.9
Sulawesi Tengah,Parigi Moutong,2020,Padi,5.32,1,2,3,46.19,4936.0,244.3,134.9,80.1
Kalimantan Selatan,Banjarbaru,2024,Cabai Rawit,4.78,5,2,3,1.28,9316.3,277.4,137.1,97.9
Jawa Barat,Cianjur,2025,Cabai Rawit,5.81,3,1,2,2.61,7807.6,235.4,100.1,78.3
Papua Barat Daya,Raja Ampat,2021,Padi,4.55,2,3,2,5.47,6720.2,246.7,125.4,98.3
Kalimantan Selatan,Hulu Sungai Selatan,2018,Jagung,4.48,3,3,3,18.83,3281.1,243.2,110.0,87.9
Sulawesi Selatan,Bone,2019,Cabai Rawit,5.67,4,2,4,7.27,11097.7,275.7,103.6,78.0
Sulawesi Tengah,Poso,2021,Padi,4.82,2,3,4,20.64,6581.7,235.2,135.2,69.1
Jawa Timur,Malang,2023,Cabai Rawit,4.74,2,3,4,2.64,10937.8,258.9,109.6,92.3
Lampung,Lampung Timur,2020,Bawang Merah,5.48,4,2,2,5.42,11171.6,223.3,125.9,69.9
Banten,Pandeglang,2022,Tebu,5.08,2,2,4,22.67,60678.8,230.8,118.8,87.0
Papua Selatan,Asmat,2024,Padi,5.64,3,3,3,12.03,6970.7,241.9,130.8,97.2
Sumatera Barat,Padang,2023,Bawang Merah,5.53,2,2,2,2.17,9357.7,254.1,112.2,80.4
Jawa Timur,Madiun,2024,Padi,5.08,3,2,3,31.92,4926.4,277.3,106.7,67.9
Nusa Tenggara Timur,Kupang,2022,Padi,7.03,2,4,3,17.41,5434.3,249.6,130.5,87.4
Bangka Belitung,Bangka,2020,Jagung,5.39,3,2,2,16.39,6434.9,261.6,126.3,75.9
DI Yogyakarta,Bantul,2024,Cabai Rawit,5.07,1,1,3,3.75,8248.1,269.4,120.8,102.4
Sumatera Selatan,Musi Banyuasin,2020,Bawang Merah,5.14,2,3,3,1.36,7965.3,263.9,100.6,82.3
Riau,Pelalawan,2020,Padi,6.58,4,1,3,20.76,5028.7,260.4,98.0,80.8
Gorontalo,Pohuwato,2020,Cabai Rawit,4.2,3,2,3,2.98,9080.6,265.3,114.5,70.8
Nusa Tenggara Timur,Sikka,2018,Cabai Rawit,5.61,1,2,3,5.62,8504.4,259.2,120.5,70.5
Aceh,Lhokseumawe,2023,Bawang Merah,5.35,2,2,2,2.89,11239.9,257.9,107.6,69.0
Kalimantan Barat,Landak,2020,Tebu,4.37,3,3,2,22.37,62571.7,254.8,103.6,67.5
Aceh,Bener Meriah,2024,Jagung,5.64,3,4,1,56.1,8768.9,226.1,111.0,74.8
Sulawesi Tenggara,Konawe,2021,Jagung,4.63,3,4,3,14.27,9340.4,270.2,108.8,69.9
Jambi,Tebo,2025,Tebu,5.24,2,4,2,28.88,93687.7,261.1,127.2,51.5
Sulawesi Utara,Bitung,2018,Jagung,4.22,2,3,3,29.91,6431.0,230.7,135.5,85.3
Sumatera Barat,Padang,2023,Padi,5.91,1,2,2,19.42,3789.1,266.3,153.1,84.5
Papua Tengah,Paniai,2018,Tebu,5.17,4,1,2,22.47,70804.4,227.1,139.1,84.4
Kalimantan Tengah,Palangka Raya,2019,Cabai Rawit,5.01,2,4,1,2.2,9637.2,261.5,135.0,85.8
Sumatera Barat,Padang,2020,Jagung,6.65,3,2,3,36.41,6918.5,214.5,106.7,92.9
Jambi,Tanjung Jabung Timur,2022,Bawang Merah,5.52,2,3,3,3.8,10919.1,260.2,126.8,97.5
Jawa Barat,Sukabumi,2023,Padi,5.14,2,3,3,18.62,4759.2,241.8,138.1,73.0
Jawa Barat,Tasikmalaya,2024,Padi,5.65,2,2,3,13.22,4407.3,266.6,104.6,83.9
Papua Barat,Sorong,2018,Padi,5.28,3,2,2,13.51,5873.4,219.3,132.7,88.4
Jawa Timur,Bojonegoro,2021,Tebu,6.01,4,3,2,18.12,73450.9,230.3,139.0,74.0
Jawa Timur,Probolinggo,2023,Jagung,5.63,4,3,3,15.09,7388.8,217.8,118.9,76.1
Papua Barat Daya,Sorong Selatan,2024,Tebu,5.58,3,2,3,26.42,85859.3,244.3,133.0,99.9
Gorontalo,Gorontalo Utara,2023,Cabai Rawit,5.89,3,1,2,10.95,9935.9,246.0,155.1,60.8
Nusa Tenggara Barat,Dompu,2020,Jagung,6.11,4,4,2,19.69,7826.1,258.2,129.9,82.6
Lampung,Lampung Selatan,2020,Tebu,5.15,4,2,2,40.39,85770.39148446392,283.4,111.9,86.2
DI Yogyakarta,Yogyakarta,2022,Jagung,6.52,2,4,2,13.71,5632.7,236.3,127.3,94.3
Sulawesi Tenggara,Muna,2023,Cabai Rawit,6.58,3,3,2,2.42,8326.0,266.6,120.7,58.7
Jawa Barat,Cirebon,2020,Padi,5.83,3,2,5,19.53,6691.0,241.9,103.0,86.6
Papua Barat Daya,Raja Ampat,2022,Padi,4.42,2,3,2,15.69,5767.2,263.3,125.5,87.8
Sulawesi Tenggara,Konawe,2019,Jagung,6.19,4,2,3,13.75,6174.3,253.2,130.4,78.8
Papua Selatan,Mappi,2021,Jagung,5.79,3,3,2,44.55,8178.3,264.2,124.8,71.5
Maluku Utara,Ternate,2022,Jagung,5.84,3,4,2,15.74,8820.8,261.6,155.6,75.4
Nusa Tenggara Timur,Kupang,2025,Jagung,6.78,1,1,4,27.95,6220.2,292.9,115.9,85.4
Sulawesi Utara,Tomohon,2022,Cabai Rawit,5.47,3,2,2,6.01,11338.4,267.8,129.5,66.8
Gorontalo,Pohuwato,2024,Padi,6.64,3,3,2,29.95,4742.5,262.8,113.4,89.7
Jambi,Sarolangun,2024,Tebu,5.87,4,2,2,26.34,83074.1,252.6,137.5,79.6
Sulawesi Utara,Minahasa,2023,Tebu,4.5,1,3,4,24.21,63894.1,247.9,115.9,66.9
Sumatera Barat,Padang,2024,Bawang Merah,6.4,2,2,3,7.82,9633.4,277.7,152.7,67.7
Bangka Belitung,Bangka Selatan,2024,Cabai Rawit,6.66,4,1,1,1.17,9984.7,244.6,91.8,81.9
Kalimantan Timur,Kutai Barat,2018,Jagung,5.04,3,4,2,20.28,6309.2,253.0,100.8,75.4
Papua Barat,Sorong,2023,Padi,4.73,1,3,1,15.53,5133.3,248.1,113.2,86.6
Bali,Karangasem,2019,Tebu,5.82,2,2,3,73.34,83442.0,242.3,147.8,70.8
Jambi,Kota Jambi,2025,Cabai Rawit,5.53,2,4,3,1.38,8101.1,256.1,106.7,77.5
Sulawesi Tenggara,Konawe Selatan,2025,Bawang Merah,5.0,4,4,4,6.68,13773.6,260.2,128.4,78.8
Papua Selatan,Asmat,2018,Cabai Rawit,5.41,1,1,3,2.49,10852.5,256.7,107.1,89.1
Gorontalo,Boalemo,2025,Padi,5.25,4,2,3,49.41,6806.7,269.5,121.7,94.3
Bangka Belitung,Bangka Tengah,2023,Padi,5.73,3,3,4,19.2,7404.5,264.9,113.7,78.1
Sumatera Barat,Pasaman,2024,Jagung,6.03,2,3,4,47.17,6876.8,248.9,111.2,70.4
Sumatera Selatan,Musi Banyuasin,2018,Tebu,6.13,3,2,2,17.23,67037.1,270.6,80.0,75.3
Papua Pegunungan,Yalimo,2018,Jagung,4.2,3,3,2,10.7,3970.6,237.8,114.7,80.7
Banten,Lebak,2021,Bawang Merah,5.54,2,2,5,3.56,13240.6,263.8,145.8,81.9
Papua Pegunungan,Wamena,2023,Jagung,5.25,1,3,2,13.77,4292.2,266.1,107.3,93.5
